cidade,ano,mes,dia,data,volume,data_importacao
Rio Verde,2024,7,1,2024-07-01 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,2,2024-07-02 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,3,2024-07-03 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,4,2024-07-04 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,5,2024-07-05 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,6,2024-07-06 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,7,2024-07-07 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,8,2024-07-08 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,9,2024-07-09 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,10,2024-07-10 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,11,2024-07-11 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,12,2024-07-12 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,13,2024-07-13 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,14,2024-07-14 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,15,2024-07-15 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,16,2024-07-16 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,17,2024-07-17 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,18,2024-07-18 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,19,2024-07-19 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,20,2024-07-20 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,21,2024-07-21 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,22,2024-07-22 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,23,2024-07-23 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,24,2024-07-24 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,25,2024-07-25 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,26,2024-07-26 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,27,2024-07-27 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,28,2024-07-28 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,29,2024-07-29 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,30,2024-07-30 00:00:00,0.0,2024/11/29
Rio Verde,2024,7,31,2024-07-31 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,1,2024-08-01 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,2,2024-08-02 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,3,2024-08-03 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,4,2024-08-04 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,5,2024-08-05 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,6,2024-08-06 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,7,2024-08-07 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,8,2024-08-08 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,9,2024-08-09 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,10,2024-08-10 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,11,2024-08-11 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,12,2024-08-12 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,13,2024-08-13 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,14,2024-08-14 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,15,2024-08-15 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,16,2024-08-16 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,17,2024-08-17 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,18,2024-08-18 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,19,2024-08-19 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,20,2024-08-20 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,21,2024-08-21 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,22,2024-08-22 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,23,2024-08-23 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,24,2024-08-24 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,25,2024-08-25 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,26,2024-08-26 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,27,2024-08-27 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,28,2024-08-28 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,29,2024-08-29 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,30,2024-08-30 00:00:00,0.0,2024/11/29
Rio Verde,2024,8,31,2024-08-31 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,1,2024-09-01 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,2,2024-09-02 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,3,2024-09-03 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,4,2024-09-04 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,5,2024-09-05 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,6,2024-09-06 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,7,2024-09-07 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,8,2024-09-08 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,9,2024-09-09 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,10,2024-09-10 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,11,2024-09-11 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,12,2024-09-12 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,13,2024-09-13 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,14,2024-09-14 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,15,2024-09-15 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,16,2024-09-16 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,17,2024-09-17 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,18,2024-09-18 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,19,2024-09-19 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,20,2024-09-20 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,21,2024-09-21 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,22,2024-09-22 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,23,2024-09-23 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,24,2024-09-24 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,25,2024-09-25 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,26,2024-09-26 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,27,2024-09-27 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,28,2024-09-28 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,29,2024-09-29 00:00:00,0.0,2024/11/29
Rio Verde,2024,9,30,2024-09-30 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,1,2024-10-01 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,2,2024-10-02 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,3,2024-10-03 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,4,2024-10-04 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,5,2024-10-05 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,6,2024-10-06 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,7,2024-10-07 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,8,2024-10-08 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,9,2024-10-09 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,10,2024-10-10 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,11,2024-10-11 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,12,2024-10-12 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,13,2024-10-13 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,14,2024-10-14 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,15,2024-10-15 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,16,2024-10-16 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,17,2024-10-17 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,18,2024-10-18 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,19,2024-10-19 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,20,2024-10-20 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,21,2024-10-21 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,22,2024-10-22 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,23,2024-10-23 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,24,2024-10-24 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,25,2024-10-25 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,26,2024-10-26 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,27,2024-10-27 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,28,2024-10-28 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,29,2024-10-29 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,30,2024-10-30 00:00:00,0.0,2024/11/29
Rio Verde,2024,10,31,2024-10-31 00:00:00,0.0,2024/11/29
Aragarças,2024,1,1,2024-01-01 00:00:00,89.6,2024/11/29
Aragarças,2024,1,2,2024-01-02 00:00:00,4.6,2024/11/29
Aragarças,2024,1,3,2024-01-03 00:00:00,0.0,2024/11/29
Aragarças,2024,1,4,2024-01-04 00:00:00,0.0,2024/11/29
Aragarças,2024,1,5,2024-01-05 00:00:00,0.4,2024/11/29
Aragarças,2024,1,6,2024-01-06 00:00:00,0.0,2024/11/29
Aragarças,2024,1,7,2024-01-07 00:00:00,1.0,2024/11/29
Aragarças,2024,1,8,2024-01-08 00:00:00,5.2,2024/11/29
Aragarças,2024,1,9,2024-01-09 00:00:00,0.0,2024/11/29
Aragarças,2024,1,10,2024-01-10 00:00:00,11.8,2024/11/29
Aragarças,2024,1,11,2024-01-11 00:00:00,1.2,2024/11/29
Aragarças,2024,1,12,2024-01-12 00:00:00,17.8,2024/11/29
Aragarças,2024,1,13,2024-01-13 00:00:00,0.0,2024/11/29
Aragarças,2024,1,14,2024-01-14 00:00:00,23.0,2024/11/29
Aragarças,2024,1,15,2024-01-15 00:00:00,18.8,2024/11/29
Aragarças,2024,1,16,2024-01-16 00:00:00,0.0,2024/11/29
Aragarças,2024,1,17,2024-01-17 00:00:00,0.0,2024/11/29
Aragarças,2024,1,18,2024-01-18 00:00:00,0.0,2024/11/29
Aragarças,2024,1,19,2024-01-19 00:00:00,0.0,2024/11/29
Aragarças,2024,1,20,2024-01-20 00:00:00,11.2,2024/11/29
Aragarças,2024,1,21,2024-01-21 00:00:00,0.4,2024/11/29
Aragarças,2024,1,22,2024-01-22 00:00:00,2.2,2024/11/29
Aragarças,2024,1,23,2024-01-23 00:00:00,7.6,2024/11/29
Aragarças,2024,1,24,2024-01-24 00:00:00,4.8,2024/11/29
Aragarças,2024,1,25,2024-01-25 00:00:00,6.0,2024/11/29
Aragarças,2024,1,26,2024-01-26 00:00:00,0.2,2024/11/29
Aragarças,2024,1,27,2024-01-27 00:00:00,0.0,2024/11/29
Aragarças,2024,1,28,2024-01-28 00:00:00,0.0,2024/11/29
Aragarças,2024,1,29,2024-01-29 00:00:00,0.0,2024/11/29
Aragarças,2024,1,30,2024-01-30 00:00:00,22.8,2024/11/29
Aragarças,2024,1,31,2024-01-31 00:00:00,0.0,2024/11/29
Aragarças,2024,2,1,2024-02-01 00:00:00,0.4,2024/11/29
Aragarças,2024,2,2,2024-02-02 00:00:00,33.8,2024/11/29
Aragarças,2024,2,3,2024-02-03 00:00:00,24.2,2024/11/29
Aragarças,2024,2,4,2024-02-04 00:00:00,45.4,2024/11/29
Aragarças,2024,2,5,2024-02-05 00:00:00,6.4,2024/11/29
Aragarças,2024,2,6,2024-02-06 00:00:00,0.0,2024/11/29
Aragarças,2024,2,7,2024-02-07 00:00:00,12.6,2024/11/29
Aragarças,2024,2,8,2024-02-08 00:00:00,0.2,2024/11/29
Aragarças,2024,2,9,2024-02-09 00:00:00,0.0,2024/11/29
Aragarças,2024,2,10,2024-02-10 00:00:00,0.4,2024/11/29
Aragarças,2024,2,11,2024-02-11 00:00:00,28.2,2024/11/29
Aragarças,2024,2,12,2024-02-12 00:00:00,0.0,2024/11/29
Aragarças,2024,2,13,2024-02-13 00:00:00,0.0,2024/11/29
Aragarças,2024,2,14,2024-02-14 00:00:00,0.0,2024/11/29
Aragarças,2024,2,15,2024-02-15 00:00:00,0.0,2024/11/29
Aragarças,2024,2,16,2024-02-16 00:00:00,0.0,2024/11/29
Aragarças,2024,2,17,2024-02-17 00:00:00,40.4,2024/11/29
Aragarças,2024,2,18,2024-02-18 00:00:00,24.4,2024/11/29
Aragarças,2024,2,19,2024-02-19 00:00:00,26.8,2024/11/29
Aragarças,2024,2,20,2024-02-20 00:00:00,19.4,2024/11/29
Aragarças,2024,2,21,2024-02-21 00:00:00,0.0,2024/11/29
Aragarças,2024,2,22,2024-02-22 00:00:00,0.2,2024/11/29
Aragarças,2024,2,23,2024-02-23 00:00:00,70.6,2024/11/29
Aragarças,2024,2,24,2024-02-24 00:00:00,32.6,2024/11/29
Aragarças,2024,2,25,2024-02-25 00:00:00,0.4,2024/11/29
Aragarças,2024,2,26,2024-02-26 00:00:00,2.2,2024/11/29
Aragarças,2024,2,27,2024-02-27 00:00:00,0.0,2024/11/29
Aragarças,2024,2,28,2024-02-28 00:00:00,0.0,2024/11/29
Aragarças,2024,2,29,2024-02-29 00:00:00,0.0,2024/11/29
Aragarças,2024,3,1,2024-03-01 00:00:00,0.0,2024/11/29
Aragarças,2024,3,2,2024-03-02 00:00:00,0.0,2024/11/29
Aragarças,2024,3,3,2024-03-03 00:00:00,0.0,2024/11/29
Aragarças,2024,3,4,2024-03-04 00:00:00,0.0,2024/11/29
Aragarças,2024,3,5,2024-03-05 00:00:00,0.0,2024/11/29
Aragarças,2024,3,6,2024-03-06 00:00:00,0.0,2024/11/29
Aragarças,2024,3,7,2024-03-07 00:00:00,0.0,2024/11/29
Aragarças,2024,3,8,2024-03-08 00:00:00,0.0,2024/11/29
Aragarças,2024,3,9,2024-03-09 00:00:00,0.0,2024/11/29
Aragarças,2024,3,10,2024-03-10 00:00:00,0.0,2024/11/29
Aragarças,2024,3,11,2024-03-11 00:00:00,0.0,2024/11/29
Aragarças,2024,3,12,2024-03-12 00:00:00,0.0,2024/11/29
Aragarças,2024,3,13,2024-03-13 00:00:00,0.0,2024/11/29
Aragarças,2024,3,14,2024-03-14 00:00:00,0.0,2024/11/29
Aragarças,2024,3,15,2024-03-15 00:00:00,0.0,2024/11/29
Aragarças,2024,3,16,2024-03-16 00:00:00,0.0,2024/11/29
Aragarças,2024,3,17,2024-03-17 00:00:00,0.0,2024/11/29
Aragarças,2024,3,18,2024-03-18 00:00:00,0.0,2024/11/29
Aragarças,2024,3,19,2024-03-19 00:00:00,0.0,2024/11/29
Aragarças,2024,3,20,2024-03-20 00:00:00,0.0,2024/11/29
Aragarças,2024,3,21,2024-03-21 00:00:00,0.0,2024/11/29
Aragarças,2024,3,22,2024-03-22 00:00:00,0.0,2024/11/29
Aragarças,2024,3,23,2024-03-23 00:00:00,0.0,2024/11/29
Aragarças,2024,3,24,2024-03-24 00:00:00,0.0,2024/11/29
Aragarças,2024,3,25,2024-03-25 00:00:00,0.0,2024/11/29
Aragarças,2024,3,26,2024-03-26 00:00:00,0.0,2024/11/29
Aragarças,2024,3,27,2024-03-27 00:00:00,0.0,2024/11/29
Aragarças,2024,3,28,2024-03-28 00:00:00,0.0,2024/11/29
Aragarças,2024,3,29,2024-03-29 00:00:00,0.0,2024/11/29
Aragarças,2024,3,30,2024-03-30 00:00:00,0.0,2024/11/29
Aragarças,2024,3,31,2024-03-31 00:00:00,0.0,2024/11/29
Aragarças,2024,4,1,2024-04-01 00:00:00,0.0,2024/11/29
Aragarças,2024,4,2,2024-04-02 00:00:00,0.0,2024/11/29
Aragarças,2024,4,3,2024-04-03 00:00:00,0.0,2024/11/29
Aragarças,2024,4,4,2024-04-04 00:00:00,0.0,2024/11/29
Aragarças,2024,4,5,2024-04-05 00:00:00,0.0,2024/11/29
Aragarças,2024,4,6,2024-04-06 00:00:00,0.0,2024/11/29
Aragarças,2024,4,7,2024-04-07 00:00:00,0.0,2024/11/29
Aragarças,2024,4,8,2024-04-08 00:00:00,0.0,2024/11/29
Aragarças,2024,4,9,2024-04-09 00:00:00,0.0,2024/11/29
Aragarças,2024,4,10,2024-04-10 00:00:00,0.0,2024/11/29
Aragarças,2024,4,11,2024-04-11 00:00:00,0.0,2024/11/29
Aragarças,2024,4,12,2024-04-12 00:00:00,0.0,2024/11/29
Aragarças,2024,4,13,2024-04-13 00:00:00,0.0,2024/11/29
Aragarças,2024,4,14,2024-04-14 00:00:00,0.0,2024/11/29
Aragarças,2024,4,15,2024-04-15 00:00:00,0.0,2024/11/29
Aragarças,2024,4,16,2024-04-16 00:00:00,0.0,2024/11/29
Aragarças,2024,4,17,2024-04-17 00:00:00,0.0,2024/11/29
Aragarças,2024,4,18,2024-04-18 00:00:00,0.0,2024/11/29
Aragarças,2024,4,19,2024-04-19 00:00:00,0.0,2024/11/29
Aragarças,2024,4,20,2024-04-20 00:00:00,0.0,2024/11/29
Aragarças,2024,4,21,2024-04-21 00:00:00,0.0,2024/11/29
Aragarças,2024,4,22,2024-04-22 00:00:00,0.0,2024/11/29
Aragarças,2024,4,23,2024-04-23 00:00:00,0.0,2024/11/29
Aragarças,2024,4,24,2024-04-24 00:00:00,0.0,2024/11/29
Aragarças,2024,4,25,2024-04-25 00:00:00,0.0,2024/11/29
Aragarças,2024,4,26,2024-04-26 00:00:00,0.0,2024/11/29
Aragarças,2024,4,27,2024-04-27 00:00:00,0.0,2024/11/29
Aragarças,2024,4,28,2024-04-28 00:00:00,0.0,2024/11/29
Aragarças,2024,4,29,2024-04-29 00:00:00,0.0,2024/11/29
Aragarças,2024,4,30,2024-04-30 00:00:00,0.0,2024/11/29
Aragarças,2024,5,1,2024-05-01 00:00:00,0.0,2024/11/29
Aragarças,2024,5,2,2024-05-02 00:00:00,0.0,2024/11/29
Aragarças,2024,5,3,2024-05-03 00:00:00,0.0,2024/11/29
Aragarças,2024,5,4,2024-05-04 00:00:00,0.0,2024/11/29
Aragarças,2024,5,5,2024-05-05 00:00:00,0.0,2024/11/29
Aragarças,2024,5,6,2024-05-06 00:00:00,0.0,2024/11/29
Aragarças,2024,5,7,2024-05-07 00:00:00,0.0,2024/11/29
Aragarças,2024,5,8,2024-05-08 00:00:00,0.0,2024/11/29
Aragarças,2024,5,9,2024-05-09 00:00:00,0.0,2024/11/29
Aragarças,2024,5,10,2024-05-10 00:00:00,0.0,2024/11/29
Aragarças,2024,5,11,2024-05-11 00:00:00,0.0,2024/11/29
Aragarças,2024,5,12,2024-05-12 00:00:00,0.0,2024/11/29
Aragarças,2024,5,13,2024-05-13 00:00:00,0.0,2024/11/29
Aragarças,2024,5,14,2024-05-14 00:00:00,0.0,2024/11/29
Aragarças,2024,5,15,2024-05-15 00:00:00,0.0,2024/11/29
Aragarças,2024,5,16,2024-05-16 00:00:00,0.0,2024/11/29
Aragarças,2024,5,17,2024-05-17 00:00:00,0.0,2024/11/29
Aragarças,2024,5,18,2024-05-18 00:00:00,0.0,2024/11/29
Aragarças,2024,5,19,2024-05-19 00:00:00,0.0,2024/11/29
Aragarças,2024,5,20,2024-05-20 00:00:00,0.0,2024/11/29
Aragarças,2024,5,21,2024-05-21 00:00:00,0.0,2024/11/29
Aragarças,2024,5,22,2024-05-22 00:00:00,0.0,2024/11/29
Aragarças,2024,5,23,2024-05-23 00:00:00,0.0,2024/11/29
Aragarças,2024,5,24,2024-05-24 00:00:00,0.0,2024/11/29
Aragarças,2024,5,25,2024-05-25 00:00:00,0.0,2024/11/29
Aragarças,2024,5,26,2024-05-26 00:00:00,0.0,2024/11/29
Aragarças,2024,5,27,2024-05-27 00:00:00,0.0,2024/11/29
Aragarças,2024,5,28,2024-05-28 00:00:00,0.0,2024/11/29
Aragarças,2024,5,29,2024-05-29 00:00:00,0.0,2024/11/29
Aragarças,2024,5,30,2024-05-30 00:00:00,0.0,2024/11/29
Aragarças,2024,5,31,2024-05-31 00:00:00,0.0,2024/11/29
Aragarças,2024,6,1,2024-06-01 00:00:00,0.0,2024/11/29
Aragarças,2024,6,2,2024-06-02 00:00:00,0.0,2024/11/29
Aragarças,2024,6,3,2024-06-03 00:00:00,0.0,2024/11/29
Aragarças,2024,6,4,2024-06-04 00:00:00,0.0,2024/11/29
Aragarças,2024,6,5,2024-06-05 00:00:00,0.0,2024/11/29
Aragarças,2024,6,6,2024-06-06 00:00:00,0.0,2024/11/29
Aragarças,2024,6,7,2024-06-07 00:00:00,0.0,2024/11/29
Aragarças,2024,6,8,2024-06-08 00:00:00,0.0,2024/11/29
Aragarças,2024,6,9,2024-06-09 00:00:00,0.0,2024/11/29
Aragarças,2024,6,10,2024-06-10 00:00:00,0.0,2024/11/29
Aragarças,2024,6,11,2024-06-11 00:00:00,0.0,2024/11/29
Aragarças,2024,6,12,2024-06-12 00:00:00,0.0,2024/11/29
Aragarças,2024,6,13,2024-06-13 00:00:00,0.0,2024/11/29
Aragarças,2024,6,14,2024-06-14 00:00:00,0.0,2024/11/29
Aragarças,2024,6,15,2024-06-15 00:00:00,0.0,2024/11/29
Aragarças,2024,6,16,2024-06-16 00:00:00,0.0,2024/11/29
Aragarças,2024,6,17,2024-06-17 00:00:00,0.0,2024/11/29
Aragarças,2024,6,18,2024-06-18 00:00:00,0.0,2024/11/29
Aragarças,2024,6,19,2024-06-19 00:00:00,0.0,2024/11/29
Aragarças,2024,6,20,2024-06-20 00:00:00,0.0,2024/11/29
Aragarças,2024,6,21,2024-06-21 00:00:00,0.0,2024/11/29
Aragarças,2024,6,22,2024-06-22 00:00:00,0.0,2024/11/29
Aragarças,2024,6,23,2024-06-23 00:00:00,0.0,2024/11/29
Aragarças,2024,6,24,2024-06-24 00:00:00,0.0,2024/11/29
Aragarças,2024,6,25,2024-06-25 00:00:00,0.0,2024/11/29
Aragarças,2024,6,26,2024-06-26 00:00:00,0.0,2024/11/29
Aragarças,2024,6,27,2024-06-27 00:00:00,0.0,2024/11/29
Aragarças,2024,6,28,2024-06-28 00:00:00,0.0,2024/11/29
Aragarças,2024,6,29,2024-06-29 00:00:00,0.0,2024/11/29
Aragarças,2024,6,30,2024-06-30 00:00:00,0.0,2024/11/29
Aragarças,2024,7,1,2024-07-01 00:00:00,0.0,2024/11/29
Aragarças,2024,7,2,2024-07-02 00:00:00,0.0,2024/11/29
Aragarças,2024,7,3,2024-07-03 00:00:00,0.0,2024/11/29
Aragarças,2024,7,4,2024-07-04 00:00:00,0.0,2024/11/29
Aragarças,2024,7,5,2024-07-05 00:00:00,0.0,2024/11/29
Aragarças,2024,7,6,2024-07-06 00:00:00,0.0,2024/11/29
Aragarças,2024,7,7,2024-07-07 00:00:00,0.0,2024/11/29
Aragarças,2024,7,8,2024-07-08 00:00:00,0.0,2024/11/29
Aragarças,2024,7,9,2024-07-09 00:00:00,0.0,2024/11/29
Aragarças,2024,7,10,2024-07-10 00:00:00,0.0,2024/11/29
Aragarças,2024,7,11,2024-07-11 00:00:00,0.0,2024/11/29
Aragarças,2024,7,12,2024-07-12 00:00:00,0.0,2024/11/29
Aragarças,2024,7,13,2024-07-13 00:00:00,0.0,2024/11/29
Aragarças,2024,7,14,2024-07-14 00:00:00,0.0,2024/11/29
Aragarças,2024,7,15,2024-07-15 00:00:00,0.0,2024/11/29
Aragarças,2024,7,16,2024-07-16 00:00:00,0.0,2024/11/29
Aragarças,2024,7,17,2024-07-17 00:00:00,0.0,2024/11/29
Aragarças,2024,7,18,2024-07-18 00:00:00,0.0,2024/11/29
Aragarças,2024,7,19,2024-07-19 00:00:00,0.0,2024/11/29
Aragarças,2024,7,20,2024-07-20 00:00:00,0.0,2024/11/29
Aragarças,2024,7,21,2024-07-21 00:00:00,0.0,2024/11/29
Aragarças,2024,7,22,2024-07-22 00:00:00,0.0,2024/11/29
Aragarças,2024,7,23,2024-07-23 00:00:00,0.0,2024/11/29
Aragarças,2024,7,24,2024-07-24 00:00:00,0.0,2024/11/29
Aragarças,2024,7,25,2024-07-25 00:00:00,0.0,2024/11/29
Aragarças,2024,7,26,2024-07-26 00:00:00,0.0,2024/11/29
Aragarças,2024,7,27,2024-07-27 00:00:00,0.0,2024/11/29
Aragarças,2024,7,28,2024-07-28 00:00:00,0.0,2024/11/29
Aragarças,2024,7,29,2024-07-29 00:00:00,0.0,2024/11/29
Aragarças,2024,7,30,2024-07-30 00:00:00,0.0,2024/11/29
Aragarças,2024,7,31,2024-07-31 00:00:00,0.0,2024/11/29
Aragarças,2024,8,1,2024-08-01 00:00:00,0.0,2024/11/29
Aragarças,2024,8,2,2024-08-02 00:00:00,0.0,2024/11/29
Aragarças,2024,8,3,2024-08-03 00:00:00,0.0,2024/11/29
Aragarças,2024,8,4,2024-08-04 00:00:00,0.0,2024/11/29
Aragarças,2024,8,5,2024-08-05 00:00:00,0.0,2024/11/29
Aragarças,2024,8,6,2024-08-06 00:00:00,0.0,2024/11/29
Aragarças,2024,8,7,2024-08-07 00:00:00,0.0,2024/11/29
Aragarças,2024,8,8,2024-08-08 00:00:00,0.0,2024/11/29
Aragarças,2024,8,9,2024-08-09 00:00:00,0.0,2024/11/29
Aragarças,2024,8,10,2024-08-10 00:00:00,0.0,2024/11/29
Aragarças,2024,8,11,2024-08-11 00:00:00,0.0,2024/11/29
Aragarças,2024,8,12,2024-08-12 00:00:00,0.0,2024/11/29
Aragarças,2024,8,13,2024-08-13 00:00:00,0.0,2024/11/29
Aragarças,2024,8,14,2024-08-14 00:00:00,0.0,2024/11/29
Aragarças,2024,8,15,2024-08-15 00:00:00,0.0,2024/11/29
Aragarças,2024,8,16,2024-08-16 00:00:00,0.0,2024/11/29
Aragarças,2024,8,17,2024-08-17 00:00:00,0.0,2024/11/29
Aragarças,2024,8,18,2024-08-18 00:00:00,0.0,2024/11/29
Aragarças,2024,8,19,2024-08-19 00:00:00,0.0,2024/11/29
Aragarças,2024,8,20,2024-08-20 00:00:00,0.0,2024/11/29
Aragarças,2024,8,21,2024-08-21 00:00:00,0.0,2024/11/29
Aragarças,2024,8,22,2024-08-22 00:00:00,0.0,2024/11/29
Aragarças,2024,8,23,2024-08-23 00:00:00,0.0,2024/11/29
Aragarças,2024,8,24,2024-08-24 00:00:00,0.0,2024/11/29
Aragarças,2024,8,25,2024-08-25 00:00:00,0.0,2024/11/29
Aragarças,2024,8,26,2024-08-26 00:00:00,0.0,2024/11/29
Aragarças,2024,8,27,2024-08-27 00:00:00,0.0,2024/11/29
Aragarças,2024,8,28,2024-08-28 00:00:00,0.0,2024/11/29
Aragarças,2024,8,29,2024-08-29 00:00:00,0.0,2024/11/29
Aragarças,2024,8,30,2024-08-30 00:00:00,0.0,2024/11/29
Aragarças,2024,8,31,2024-08-31 00:00:00,0.0,2024/11/29
Aragarças,2024,9,1,2024-09-01 00:00:00,0.0,2024/11/29
Aragarças,2024,9,2,2024-09-02 00:00:00,0.0,2024/11/29
Aragarças,2024,9,3,2024-09-03 00:00:00,0.0,2024/11/29
Aragarças,2024,9,4,2024-09-04 00:00:00,0.0,2024/11/29
Aragarças,2024,9,5,2024-09-05 00:00:00,0.0,2024/11/29
Aragarças,2024,9,6,2024-09-06 00:00:00,0.0,2024/11/29
Aragarças,2024,9,7,2024-09-07 00:00:00,0.0,2024/11/29
